"";"code_insee";"LBUDG";"nom_dep";"nom_reg";"nom_com"
"1";"01001";"ABERGEMENT-CLEMENCIAT (L')";"Ain";"Auvergne-Rhone-Alpes";"ABERGEMENT-CLEMENCIAT (L') (01)"
"2";"01002";"ABERGEMENT-DE-VAREY (L')";"Ain";"Auvergne-Rhone-Alpes";"ABERGEMENT-DE-VAREY (L') (01)"
"3";"01004";"AMBERIEU-EN-BUGEY";"Ain";"Auvergne-Rhone-Alpes";"AMBERIEU-EN-BUGEY (01)"
"4";"01005";"AMBERIEUX-EN-DOMBES";"Ain";"Auvergne-Rhone-Alpes";"AMBERIEUX-EN-DOMBES (01)"
"5";"01006";"AMBLEON";"Ain";"Auvergne-Rhone-Alpes";"AMBLEON (01)"
"6";"01007";"AMBRONAY";"Ain";"Auvergne-Rhone-Alpes";"AMBRONAY (01)"
"7";"01008";"AMBUTRIX";"Ain";"Auvergne-Rhone-Alpes";"AMBUTRIX (01)"
"8";"01009";"ANDERT CONDON";"Ain";"Auvergne-Rhone-Alpes";"ANDERT CONDON (01)"
"9";"01010";"ANGLEFORT";"Ain";"Auvergne-Rhone-Alpes";"ANGLEFORT (01)"
"10";"01011";"APREMONT";"Ain";"Auvergne-Rhone-Alpes";"APREMONT (01)"
"11";"01012";"ARANC";"Ain";"Auvergne-Rhone-Alpes";"ARANC (01)"
"12";"01013";"ARANDAS";"Ain";"Auvergne-Rhone-Alpes";"ARANDAS (01)"
"13";"01014";"ARBENT";"Ain";"Auvergne-Rhone-Alpes";"ARBENT (01)"
"14";"01015";"ARBOYS EN BUGEY";"Ain";"Auvergne-Rhone-Alpes";"ARBOYS EN BUGEY (01)"
"15";"01016";"ARBIGNY";"Ain";"Auvergne-Rhone-Alpes";"ARBIGNY (01)"
"16";"01017";"ARGIS";"Ain";"Auvergne-Rhone-Alpes";"ARGIS (01)"
"17";"01019";"ARMIX";"Ain";"Auvergne-Rhone-Alpes";"ARMIX (01)"
"18";"01021";"ARS-SUR-FORMANS";"Ain";"Auvergne-Rhone-Alpes";"ARS-SUR-FORMANS (01)"
"19";"01022";"ARTEMARE";"Ain";"Auvergne-Rhone-Alpes";"ARTEMARE (01)"
"20";"01023";"ASNIERES-SUR-SAONE";"Ain";"Auvergne-Rhone-Alpes";"ASNIERES-SUR-SAONE (01)"
"21";"01024";"ATTIGNAT";"Ain";"Auvergne-Rhone-Alpes";"ATTIGNAT (01)"
"22";"01025";"BAGE-LA-VILLE";"Ain";"Auvergne-Rhone-Alpes";"BAGE-LA-VILLE (01)"
"23";"01026";"BAGE-LE-CHATEL";"Ain";"Auvergne-Rhone-Alpes";"BAGE-LE-CHATEL (01)"
"24";"01027";"BALAN";"Ain";"Auvergne-Rhone-Alpes";"BALAN (01)"
"25";"01028";"BANEINS";"Ain";"Auvergne-Rhone-Alpes";"BANEINS (01)"
"26";"01029";"BEAUPONT";"Ain";"Auvergne-Rhone-Alpes";"BEAUPONT (01)"
"27";"01030";"BEAUREGARD";"Ain";"Auvergne-Rhone-Alpes";"BEAUREGARD (01)"
"28";"01031";"BELLIGNAT";"Ain";"Auvergne-Rhone-Alpes";"BELLIGNAT (01)"
"29";"01032";"BELIGNEUX";"Ain";"Auvergne-Rhone-Alpes";"BELIGNEUX (01)"
"30";"01033";"BELLEGARDE-SUR-VALSERINE";"Ain";"Auvergne-Rhone-Alpes";"BELLEGARDE-SUR-VALSERINE (01)"
"31";"01034";"BELLEY";"Ain";"Auvergne-Rhone-Alpes";"BELLEY (01)"
"32";"01035";"BELLEYDOUX";"Ain";"Auvergne-Rhone-Alpes";"BELLEYDOUX (01)"
"33";"01036";"BELMONT-LUTHEZIEU";"Ain";"Auvergne-Rhone-Alpes";"BELMONT-LUTHEZIEU (01)"
"34";"01037";"BENONCES";"Ain";"Auvergne-Rhone-Alpes";"BENONCES (01)"
"35";"01038";"BENY";"Ain";"Auvergne-Rhone-Alpes";"BENY (01)"
"36";"01039";"BEON";"Ain";"Auvergne-Rhone-Alpes";"BEON (01)"
"37";"01040";"BEREZIAT";"Ain";"Auvergne-Rhone-Alpes";"BEREZIAT (01)"
"38";"01041";"BETTANT";"Ain";"Auvergne-Rhone-Alpes";"BETTANT (01)"
"39";"01042";"BEY";"Ain";"Auvergne-Rhone-Alpes";"BEY (01)"
"40";"01043";"BEYNOST";"Ain";"Auvergne-Rhone-Alpes";"BEYNOST (01)"
"41";"01044";"BILLIAT";"Ain";"Auvergne-Rhone-Alpes";"BILLIAT (01)"
"42";"01045";"BIRIEUX";"Ain";"Auvergne-Rhone-Alpes";"BIRIEUX (01)"
"43";"01046";"BIZIAT";"Ain";"Auvergne-Rhone-Alpes";"BIZIAT (01)"
"44";"01047";"BLYES";"Ain";"Auvergne-Rhone-Alpes";"BLYES (01)"
"45";"01049";"BOISSE (LA )";"Ain";"Auvergne-Rhone-Alpes";"BOISSE (LA ) (01)"
"46";"01050";"BOISSEY";"Ain";"Auvergne-Rhone-Alpes";"BOISSEY (01)"
"47";"01051";"BOLOZON";"Ain";"Auvergne-Rhone-Alpes";"BOLOZON (01)"
"48";"01052";"BOULIGNEUX";"Ain";"Auvergne-Rhone-Alpes";"BOULIGNEUX (01)"
"49";"01053";"BOURG VILLE";"Ain";"Auvergne-Rhone-Alpes";"BOURG VILLE (01)"
"50";"01054";"BOURG-SAINT-CHRISTOPHE";"Ain";"Auvergne-Rhone-Alpes";"BOURG-SAINT-CHRISTOPHE (01)"
"51";"01056";"BOYEUX-SAINT-JEROME";"Ain";"Auvergne-Rhone-Alpes";"BOYEUX-SAINT-JEROME (01)"
"52";"01057";"BOZ";"Ain";"Auvergne-Rhone-Alpes";"BOZ (01)"
"53";"01058";"BREGNIER-CORDON";"Ain";"Auvergne-Rhone-Alpes";"BREGNIER-CORDON (01)"
"54";"01059";"BRENAZ";"Ain";"Auvergne-Rhone-Alpes";"BRENAZ (01)"
"55";"01060";"BRENOD";"Ain";"Auvergne-Rhone-Alpes";"BRENOD (01)"
"56";"01061";"BRENS";"Ain";"Auvergne-Rhone-Alpes";"BRENS (01)"
"57";"01062";"BRESSOLLES";"Ain";"Auvergne-Rhone-Alpes";"BRESSOLLES (01)"
"58";"01063";"BRION";"Ain";"Auvergne-Rhone-Alpes";"BRION (01)"
"59";"01064";"BRIORD";"Ain";"Auvergne-Rhone-Alpes";"BRIORD (01)"
"60";"01065";"BUELLAS";"Ain";"Auvergne-Rhone-Alpes";"BUELLAS (01)"
"61";"01066";"BURBANCHE (LA )";"Ain";"Auvergne-Rhone-Alpes";"BURBANCHE (LA ) (01)"
"62";"01067";"CEIGNES";"Ain";"Auvergne-Rhone-Alpes";"CEIGNES (01)"
"63";"01068";"CERDON";"Ain";"Auvergne-Rhone-Alpes";"CERDON (01)"
"64";"01069";"CERTINES";"Ain";"Auvergne-Rhone-Alpes";"CERTINES (01)"
"65";"01071";"CESSY";"Ain";"Auvergne-Rhone-Alpes";"CESSY (01)"
"66";"01072";"CEYZERIAT";"Ain";"Auvergne-Rhone-Alpes";"CEYZERIAT (01)"
"67";"01073";"CEYZERIEU";"Ain";"Auvergne-Rhone-Alpes";"CEYZERIEU (01)"
"68";"01074";"CHALAMONT";"Ain";"Auvergne-Rhone-Alpes";"CHALAMONT (01)"
"69";"01075";"CHALEINS";"Ain";"Auvergne-Rhone-Alpes";"CHALEINS (01)"
"70";"01076";"CHALEY";"Ain";"Auvergne-Rhone-Alpes";"CHALEY (01)"
"71";"01077";"CHALLES LA MONTAGNE";"Ain";"Auvergne-Rhone-Alpes";"CHALLES LA MONTAGNE (01)"
"72";"01078";"CHALLEX";"Ain";"Auvergne-Rhone-Alpes";"CHALLEX (01)"
"73";"01079";"CHAMPAGNE-EN-VALROMEY";"Ain";"Auvergne-Rhone-Alpes";"CHAMPAGNE-EN-VALROMEY (01)"
"74";"01080";"CHAMPDOR-CORCELLES";"Ain";"Auvergne-Rhone-Alpes";"CHAMPDOR-CORCELLES (01)"
"75";"01081";"CHAMPFROMIER";"Ain";"Auvergne-Rhone-Alpes";"CHAMPFROMIER (01)"
"76";"01082";"CHANAY";"Ain";"Auvergne-Rhone-Alpes";"CHANAY (01)"
"77";"01083";"CHANEINS";"Ain";"Auvergne-Rhone-Alpes";"CHANEINS (01)"
"78";"01084";"CHANOZ-CHATENAY";"Ain";"Auvergne-Rhone-Alpes";"CHANOZ-CHATENAY (01)"
"79";"01085";"LA CHAPELLE DU CHATELARD";"Ain";"Auvergne-Rhone-Alpes";"LA CHAPELLE DU CHATELARD (01)"
"80";"01087";"CHARIX";"Ain";"Auvergne-Rhone-Alpes";"CHARIX (01)"
"81";"01088";"CHARNOZ";"Ain";"Auvergne-Rhone-Alpes";"CHARNOZ (01)"
"82";"01089";"CHATEAU-GAILLARD";"Ain";"Auvergne-Rhone-Alpes";"CHATEAU-GAILLARD (01)"
"83";"01090";"CHATENAY";"Ain";"Auvergne-Rhone-Alpes";"CHATENAY (01)"
"84";"01091";"CHATILLON-EN-MICHAILLE";"Ain";"Auvergne-Rhone-Alpes";"CHATILLON-EN-MICHAILLE (01)"
"85";"01092";"CHATILLON-LA-PALUD";"Ain";"Auvergne-Rhone-Alpes";"CHATILLON-LA-PALUD (01)"
"86";"01093";"CHATILLON-SUR-CHALARONNE";"Ain";"Auvergne-Rhone-Alpes";"CHATILLON-SUR-CHALARONNE (01)"
"87";"01094";"CHAVANNES-SUR-REYSSOUZE";"Ain";"Auvergne-Rhone-Alpes";"CHAVANNES-SUR-REYSSOUZE (01)"
"88";"01095";"CHAVANNES SUR SURAN";"Ain";"Auvergne-Rhone-Alpes";"CHAVANNES SUR SURAN (01)"
"89";"01096";"CHAVEYRIAT";"Ain";"Auvergne-Rhone-Alpes";"CHAVEYRIAT (01)"
"90";"01097";"CHAVORNAY";"Ain";"Auvergne-Rhone-Alpes";"CHAVORNAY (01)"
"91";"01098";"CHAZEY-BONS";"Ain";"Auvergne-Rhone-Alpes";"CHAZEY-BONS (01)"
"92";"01099";"CHAZEY-SUR-AIN";"Ain";"Auvergne-Rhone-Alpes";"CHAZEY-SUR-AIN (01)"
"93";"01100";"CHEIGNIEU-LA-BALME";"Ain";"Auvergne-Rhone-Alpes";"CHEIGNIEU-LA-BALME (01)"
"94";"01101";"CHEVILLARD";"Ain";"Auvergne-Rhone-Alpes";"CHEVILLARD (01)"
"95";"01102";"CHEVROUX";"Ain";"Auvergne-Rhone-Alpes";"CHEVROUX (01)"
"96";"01103";"CHEVRY";"Ain";"Auvergne-Rhone-Alpes";"CHEVRY (01)"
"97";"01104";"CHEZERY-FORENS";"Ain";"Auvergne-Rhone-Alpes";"CHEZERY-FORENS (01)"
"98";"01105";"CIVRIEUX";"Ain";"Auvergne-Rhone-Alpes";"CIVRIEUX (01)"
"99";"01106";"CIZE";"Ain";"Auvergne-Rhone-Alpes";"CIZE (01)"
"100";"01107";"CLEYZIEU";"Ain";"Auvergne-Rhone-Alpes";"CLEYZIEU (01)"
"101";"01108";"COLIGNY";"Ain";"Auvergne-Rhone-Alpes";"COLIGNY (01)"
"102";"01109";"COLLONGES";"Ain";"Auvergne-Rhone-Alpes";"COLLONGES (01)"
"103";"01110";"COLOMIEU";"Ain";"Auvergne-Rhone-Alpes";"COLOMIEU (01)"
"104";"01111";"CONAND";"Ain";"Auvergne-Rhone-Alpes";"CONAND (01)"
"105";"01112";"CONDAMINE LA DOYE";"Ain";"Auvergne-Rhone-Alpes";"CONDAMINE LA DOYE (01)"
"106";"01113";"CONDEISSIAT";"Ain";"Auvergne-Rhone-Alpes";"CONDEISSIAT (01)"
"107";"01114";"CONFORT";"Ain";"Auvergne-Rhone-Alpes";"CONFORT (01)"
"108";"01115";"CONFRANCON";"Ain";"Auvergne-Rhone-Alpes";"CONFRANCON (01)"
"109";"01116";"CONTREVOZ";"Ain";"Auvergne-Rhone-Alpes";"CONTREVOZ (01)"
"110";"01117";"CONZIEU";"Ain";"Auvergne-Rhone-Alpes";"CONZIEU (01)"
"111";"01118";"CORBONOD";"Ain";"Auvergne-Rhone-Alpes";"CORBONOD (01)"
"112";"01121";"CORLIER";"Ain";"Auvergne-Rhone-Alpes";"CORLIER (01)"
"113";"01122";"CORMARANCHE-EN-BUGEY";"Ain";"Auvergne-Rhone-Alpes";"CORMARANCHE-EN-BUGEY (01)"
"114";"01123";"CORMORANCHE-SUR-SAONE";"Ain";"Auvergne-Rhone-Alpes";"CORMORANCHE-SUR-SAONE (01)"
"115";"01124";"CORMOZ";"Ain";"Auvergne-Rhone-Alpes";"CORMOZ (01)"
"116";"01125";"CORVEISSIAT";"Ain";"Auvergne-Rhone-Alpes";"CORVEISSIAT (01)"
"117";"01127";"COURMANGOUX";"Ain";"Auvergne-Rhone-Alpes";"COURMANGOUX (01)"
"118";"01128";"COURTES";"Ain";"Auvergne-Rhone-Alpes";"COURTES (01)"
"119";"01129";"CRANS";"Ain";"Auvergne-Rhone-Alpes";"CRANS (01)"
"120";"01130";"CRAS-SUR-REYSSOUZE";"Ain";"Auvergne-Rhone-Alpes";"CRAS-SUR-REYSSOUZE (01)"
"121";"01133";"CRESSIN-ROCHEFORT";"Ain";"Auvergne-Rhone-Alpes";"CRESSIN-ROCHEFORT (01)"
"122";"01134";"CROTTET";"Ain";"Auvergne-Rhone-Alpes";"CROTTET (01)"
"123";"01135";"CROZET";"Ain";"Auvergne-Rhone-Alpes";"CROZET (01)"
"124";"01136";"CRUZILLES-LES-MEPILLAT";"Ain";"Auvergne-Rhone-Alpes";"CRUZILLES-LES-MEPILLAT (01)"
"125";"01138";"CULOZ";"Ain";"Auvergne-Rhone-Alpes";"CULOZ (01)"
"126";"01139";"CURCIAT-DONGALON";"Ain";"Auvergne-Rhone-Alpes";"CURCIAT-DONGALON (01)"
"127";"01140";"CURTAFOND";"Ain";"Auvergne-Rhone-Alpes";"CURTAFOND (01)"
"128";"01141";"CUZIEU";"Ain";"Auvergne-Rhone-Alpes";"CUZIEU (01)"
"129";"01142";"DAGNEUX";"Ain";"Auvergne-Rhone-Alpes";"DAGNEUX (01)"
"130";"01143";"DIVONNE-LES-BAINS";"Ain";"Auvergne-Rhone-Alpes";"DIVONNE-LES-BAINS (01)"
"131";"01144";"DOMMARTIN";"Ain";"Auvergne-Rhone-Alpes";"DOMMARTIN (01)"
"132";"01145";"DOMPIERRE SUR VEYLE";"Ain";"Auvergne-Rhone-Alpes";"DOMPIERRE SUR VEYLE (01)"
"133";"01146";"DOMPIERRE-SUR-CHALARONNE";"Ain";"Auvergne-Rhone-Alpes";"DOMPIERRE-SUR-CHALARONNE (01)"
"134";"01147";"DOMSURE";"Ain";"Auvergne-Rhone-Alpes";"DOMSURE (01)"
"135";"01148";"DORTAN";"Ain";"Auvergne-Rhone-Alpes";"DORTAN (01)"
"136";"01149";"DOUVRES";"Ain";"Auvergne-Rhone-Alpes";"DOUVRES (01)"
"137";"01150";"DROM";"Ain";"Auvergne-Rhone-Alpes";"DROM (01)"
"138";"01151";"DRUILLAT";"Ain";"Auvergne-Rhone-Alpes";"DRUILLAT (01)"
"139";"01152";"ECHALLON";"Ain";"Auvergne-Rhone-Alpes";"ECHALLON (01)"
"140";"01153";"ECHENEVEX";"Ain";"Auvergne-Rhone-Alpes";"ECHENEVEX (01)"
"141";"01154";"ETREZ";"Ain";"Auvergne-Rhone-Alpes";"ETREZ (01)"
"142";"01155";"EVOSGES";"Ain";"Auvergne-Rhone-Alpes";"EVOSGES (01)"
"143";"01156";"FARAMANS";"Ain";"Auvergne-Rhone-Alpes";"FARAMANS (01)"
"144";"01157";"FAREINS";"Ain";"Auvergne-Rhone-Alpes";"FAREINS (01)"
"145";"01158";"FARGES";"Ain";"Auvergne-Rhone-Alpes";"FARGES (01)"
"146";"01159";"FEILLENS";"Ain";"Auvergne-Rhone-Alpes";"FEILLENS (01)"
"147";"01160";"FERNEY-VOLTAIRE";"Ain";"Auvergne-Rhone-Alpes";"FERNEY-VOLTAIRE (01)"
"148";"01162";"FLAXIEU";"Ain";"Auvergne-Rhone-Alpes";"FLAXIEU (01)"
"149";"01163";"FOISSIAT";"Ain";"Auvergne-Rhone-Alpes";"FOISSIAT (01)"
"150";"01165";"FRANCHELEINS";"Ain";"Auvergne-Rhone-Alpes";"FRANCHELEINS (01)"
"151";"01166";"FRANS";"Ain";"Auvergne-Rhone-Alpes";"FRANS (01)"
"152";"01167";"GARNERANS";"Ain";"Auvergne-Rhone-Alpes";"GARNERANS (01)"
"153";"01169";"GENOUILLEUX";"Ain";"Auvergne-Rhone-Alpes";"GENOUILLEUX (01)"
"154";"01170";"BEARD-GEOVREISSIAT";"Ain";"Auvergne-Rhone-Alpes";"BEARD-GEOVREISSIAT (01)"
"155";"01171";"GEOVREISSET";"Ain";"Auvergne-Rhone-Alpes";"GEOVREISSET (01)"
"156";"01172";"GERMAGNAT";"Ain";"Auvergne-Rhone-Alpes";"GERMAGNAT (01)"
"157";"01173";"GEX";"Ain";"Auvergne-Rhone-Alpes";"GEX (01)"
"158";"01174";"GIRON";"Ain";"Auvergne-Rhone-Alpes";"GIRON (01)"
"159";"01175";"GORREVOD";"Ain";"Auvergne-Rhone-Alpes";"GORREVOD (01)"
"160";"01177";"GRAND CORENT";"Ain";"Auvergne-Rhone-Alpes";"GRAND CORENT (01)"
"161";"01179";"GRIEGES";"Ain";"Auvergne-Rhone-Alpes";"GRIEGES (01)"
"162";"01180";"GRILLY";"Ain";"Auvergne-Rhone-Alpes";"GRILLY (01)"
"163";"01181";"GROISSIAT";"Ain";"Auvergne-Rhone-Alpes";"GROISSIAT (01)"
"164";"01183";"GUEREINS";"Ain";"Auvergne-Rhone-Alpes";"GUEREINS (01)"
"165";"01184";"HAUTECOURT ROMANECHE";"Ain";"Auvergne-Rhone-Alpes";"HAUTECOURT ROMANECHE (01)"
"166";"01185";"HAUTEVILLE";"Ain";"Auvergne-Rhone-Alpes";"HAUTEVILLE (01)"
"167";"01186";"HOSTIAZ";"Ain";"Auvergne-Rhone-Alpes";"HOSTIAZ (01)"
"168";"01187";"HAUT VALROMEY";"Ain";"Auvergne-Rhone-Alpes";"HAUT VALROMEY (01)"
"169";"01188";"ILLIAT";"Ain";"Auvergne-Rhone-Alpes";"ILLIAT (01)"
"170";"01189";"INJOUX-GENISSIAT";"Ain";"Auvergne-Rhone-Alpes";"INJOUX-GENISSIAT (01)"
"171";"01190";"INNIMONT";"Ain";"Auvergne-Rhone-Alpes";"INNIMONT (01)"
"172";"01191";"IZENAVE";"Ain";"Auvergne-Rhone-Alpes";"IZENAVE (01)"
"173";"01192";"IZERNORE";"Ain";"Auvergne-Rhone-Alpes";"IZERNORE (01)"
"174";"01193";"IZIEU";"Ain";"Auvergne-Rhone-Alpes";"IZIEU (01)"
"175";"01194";"JASSANS-RIOTTIER";"Ain";"Auvergne-Rhone-Alpes";"JASSANS-RIOTTIER (01)"
"176";"01195";"JASSERON";"Ain";"Auvergne-Rhone-Alpes";"JASSERON (01)"
"177";"01196";"JAYAT";"Ain";"Auvergne-Rhone-Alpes";"JAYAT (01)"
"178";"01197";"JOURNANS";"Ain";"Auvergne-Rhone-Alpes";"JOURNANS (01)"
"179";"01198";"JOYEUX";"Ain";"Auvergne-Rhone-Alpes";"JOYEUX (01)"
"180";"01199";"JUJURIEUX";"Ain";"Auvergne-Rhone-Alpes";"JUJURIEUX (01)"
"181";"01200";"LABALME SUR CERDON";"Ain";"Auvergne-Rhone-Alpes";"LABALME SUR CERDON (01)"
"182";"01202";"LAGNIEU";"Ain";"Auvergne-Rhone-Alpes";"LAGNIEU (01)"
"183";"01203";"LAIZ";"Ain";"Auvergne-Rhone-Alpes";"LAIZ (01)"
"184";"01204";"LE POIZAT-LALLEYRIAT";"Ain";"Auvergne-Rhone-Alpes";"LE POIZAT-LALLEYRIAT (01)"
"185";"01205";"LANCRANS";"Ain";"Auvergne-Rhone-Alpes";"LANCRANS (01)"
"186";"01206";"LANTENAY";"Ain";"Auvergne-Rhone-Alpes";"LANTENAY (01)"
"187";"01207";"LAPEYROUSE";"Ain";"Auvergne-Rhone-Alpes";"LAPEYROUSE (01)"
"188";"01208";"LAVOURS";"Ain";"Auvergne-Rhone-Alpes";"LAVOURS (01)"
"189";"01209";"LEAZ";"Ain";"Auvergne-Rhone-Alpes";"LEAZ (01)"
"190";"01210";"LELEX";"Ain";"Auvergne-Rhone-Alpes";"LELEX (01)"
"191";"01211";"LENT";"Ain";"Auvergne-Rhone-Alpes";"LENT (01)"
"192";"01212";"LESCHEROUX";"Ain";"Auvergne-Rhone-Alpes";"LESCHEROUX (01)"
"193";"01213";"LEYMENT";"Ain";"Auvergne-Rhone-Alpes";"LEYMENT (01)"
"194";"01214";"LEYSSARD";"Ain";"Auvergne-Rhone-Alpes";"LEYSSARD (01)"
"195";"01215";"LHOPITAL";"Ain";"Auvergne-Rhone-Alpes";"LHOPITAL (01)"
"196";"01216";"LHUIS";"Ain";"Auvergne-Rhone-Alpes";"LHUIS (01)"
"197";"01218";"LOCHIEU";"Ain";"Auvergne-Rhone-Alpes";"LOCHIEU (01)"
"198";"01219";"LOMPNAZ";"Ain";"Auvergne-Rhone-Alpes";"LOMPNAZ (01)"
"199";"01221";"LOMPNIEU";"Ain";"Auvergne-Rhone-Alpes";"LOMPNIEU (01)"
"200";"01224";"LOYETTES";"Ain";"Auvergne-Rhone-Alpes";"LOYETTES (01)"
"201";"01225";"LURCY";"Ain";"Auvergne-Rhone-Alpes";"LURCY (01)"
"202";"01227";"MAGNIEU";"Ain";"Auvergne-Rhone-Alpes";"MAGNIEU (01)"
"203";"01228";"MAILLAT";"Ain";"Auvergne-Rhone-Alpes";"MAILLAT (01)"
"204";"01229";"MALAFRETAZ";"Ain";"Auvergne-Rhone-Alpes";"MALAFRETAZ (01)"
"205";"01230";"MANTENAY-MONTLIN";"Ain";"Auvergne-Rhone-Alpes";"MANTENAY-MONTLIN (01)"
"206";"01231";"MANZIAT";"Ain";"Auvergne-Rhone-Alpes";"MANZIAT (01)"
"207";"01232";"MARBOZ";"Ain";"Auvergne-Rhone-Alpes";"MARBOZ (01)"
"208";"01233";"MARCHAMP";"Ain";"Auvergne-Rhone-Alpes";"MARCHAMP (01)"
"209";"01234";"MARIGNIEU";"Ain";"Auvergne-Rhone-Alpes";"MARIGNIEU (01)"
"210";"01235";"MARLIEUX";"Ain";"Auvergne-Rhone-Alpes";"MARLIEUX (01)"
"211";"01236";"MARSONNAS";"Ain";"Auvergne-Rhone-Alpes";"MARSONNAS (01)"
"212";"01237";"MARTIGNAT";"Ain";"Auvergne-Rhone-Alpes";"MARTIGNAT (01)"
"213";"01238";"MASSIEUX";"Ain";"Auvergne-Rhone-Alpes";"MASSIEUX (01)"
"214";"01239";"MASSIGNIEU-DE-RIVES";"Ain";"Auvergne-Rhone-Alpes";"MASSIGNIEU-DE-RIVES (01)"
"215";"01240";"MATAFELON-GRANGES";"Ain";"Auvergne-Rhone-Alpes";"MATAFELON-GRANGES (01)"
"216";"01241";"MEILLONNAS";"Ain";"Auvergne-Rhone-Alpes";"MEILLONNAS (01)"
"217";"01242";"MERIGNAT";"Ain";"Auvergne-Rhone-Alpes";"MERIGNAT (01)"
"218";"01243";"MESSIMY-SUR-SAONE";"Ain";"Auvergne-Rhone-Alpes";"MESSIMY-SUR-SAONE (01)"
"219";"01244";"MEXIMIEUX";"Ain";"Auvergne-Rhone-Alpes";"MEXIMIEUX (01)"
"220";"01245";"BOHAS MEYRIAT RIGNAT";"Ain";"Auvergne-Rhone-Alpes";"BOHAS MEYRIAT RIGNAT (01)"
"221";"01246";"MEZERIAT";"Ain";"Auvergne-Rhone-Alpes";"MEZERIAT (01)"
"222";"01247";"MIJOUX";"Ain";"Auvergne-Rhone-Alpes";"MIJOUX (01)"
"223";"01248";"MIONNAY";"Ain";"Auvergne-Rhone-Alpes";"MIONNAY (01)"
"224";"01249";"MIRIBEL";"Ain";"Auvergne-Rhone-Alpes";"MIRIBEL (01)"
"225";"01250";"MISERIEUX";"Ain";"Auvergne-Rhone-Alpes";"MISERIEUX (01)"
"226";"01252";"MOGNENEINS";"Ain";"Auvergne-Rhone-Alpes";"MOGNENEINS (01)"
"227";"01254";"MONTAGNAT";"Ain";"Auvergne-Rhone-Alpes";"MONTAGNAT (01)"
"228";"01255";"MONTAGNIEU";"Ain";"Auvergne-Rhone-Alpes";"MONTAGNIEU (01)"
"229";"01257";"MONTANGES";"Ain";"Auvergne-Rhone-Alpes";"MONTANGES (01)"
"230";"01258";"MONTCEAUX";"Ain";"Auvergne-Rhone-Alpes";"MONTCEAUX (01)"
"231";"01259";"MONTCET";"Ain";"Auvergne-Rhone-Alpes";"MONTCET (01)"
"232";"01260";"MONTELLIER (LE )";"Ain";"Auvergne-Rhone-Alpes";"MONTELLIER (LE ) (01)"
"233";"01261";"MONTHIEUX";"Ain";"Auvergne-Rhone-Alpes";"MONTHIEUX (01)"
"234";"01262";"MONTLUEL";"Ain";"Auvergne-Rhone-Alpes";"MONTLUEL (01)"
"235";"01263";"MONTMERLE-SUR-SAONE";"Ain";"Auvergne-Rhone-Alpes";"MONTMERLE-SUR-SAONE (01)"
"236";"01264";"MONTRACOL";"Ain";"Auvergne-Rhone-Alpes";"MONTRACOL (01)"
"237";"01265";"MONTREAL-LA-CLUSE";"Ain";"Auvergne-Rhone-Alpes";"MONTREAL-LA-CLUSE (01)"
"238";"01266";"MONTREVEL";"Ain";"Auvergne-Rhone-Alpes";"MONTREVEL (01)"
"239";"01267";"NURIEUX-VOLOGNAT";"Ain";"Auvergne-Rhone-Alpes";"NURIEUX-VOLOGNAT (01)"
"240";"01268";"MURS-ET-GELIGNIEUX";"Ain";"Auvergne-Rhone-Alpes";"MURS-ET-GELIGNIEUX (01)"
"241";"01269";"NANTUA";"Ain";"Auvergne-Rhone-Alpes";"NANTUA (01)"
"242";"01272";"NEUVILLE-LES-DAMES";"Ain";"Auvergne-Rhone-Alpes";"NEUVILLE-LES-DAMES (01)"
"243";"01273";"NEUVILLE-SUR-AIN";"Ain";"Auvergne-Rhone-Alpes";"NEUVILLE-SUR-AIN (01)"
"244";"01274";"NEYROLLES (LES)";"Ain";"Auvergne-Rhone-Alpes";"NEYROLLES (LES) (01)"
"245";"01275";"NEYRON";"Ain";"Auvergne-Rhone-Alpes";"NEYRON (01)"
"246";"01276";"NIEVROZ";"Ain";"Auvergne-Rhone-Alpes";"NIEVROZ (01)"
"247";"01277";"NIVOLLET-MONTGRIFFON";"Ain";"Auvergne-Rhone-Alpes";"NIVOLLET-MONTGRIFFON (01)"
"248";"01279";"ONCIEU";"Ain";"Auvergne-Rhone-Alpes";"ONCIEU (01)"
"249";"01280";"ORDONNAZ";"Ain";"Auvergne-Rhone-Alpes";"ORDONNAZ (01)"
"250";"01281";"ORNEX";"Ain";"Auvergne-Rhone-Alpes";"ORNEX (01)"
"251";"01282";"OUTRIAZ";"Ain";"Auvergne-Rhone-Alpes";"OUTRIAZ (01)"
"252";"01283";"OYONNAX";"Ain";"Auvergne-Rhone-Alpes";"OYONNAX (01)"
"253";"01284";"OZAN";"Ain";"Auvergne-Rhone-Alpes";"OZAN (01)"
"254";"01285";"PARCIEUX";"Ain";"Auvergne-Rhone-Alpes";"PARCIEUX (01)"
"255";"01286";"PARVES ET NATTAGES";"Ain";"Auvergne-Rhone-Alpes";"PARVES ET NATTAGES (01)"
"256";"01288";"PERON";"Ain";"Auvergne-Rhone-Alpes";"PERON (01)"
"257";"01289";"PERONNAS";"Ain";"Auvergne-Rhone-Alpes";"PERONNAS (01)"
"258";"01290";"PEROUGES";"Ain";"Auvergne-Rhone-Alpes";"PEROUGES (01)"
"259";"01291";"PERREX";"Ain";"Auvergne-Rhone-Alpes";"PERREX (01)"
